route,flight_date,days_to_departure,airline,price,duration,stops_count
DEL-SIN,2025-12-29,29,"AirAsia X, AirAsia",27301,8 hr 20 min,1 stop
DEL-SIN,2025-12-29,29,"Thai AirAsia X, Thai AirAsia",27772,11 hr 5 min,1 stop
DEL-SIN,2025-12-29,29,IndiGo,28537,11 hr 20 min,1 stop
DEL-SIN,2025-12-29,29,IndiGo,30847,9 hr 25 min,1 stop
DEL-SIN,2025-12-29,29,Malaysia Airlines,32437,8 hr 40 min,1 stop
DEL-SIN,2025-12-29,29,Air India,37003,5 hr 50 min,Nonstop
DEL-SIN,2025-12-29,29,Air India,37003,5 hr 55 min,Nonstop
DEL-SIN,2025-12-29,29,Vietnam Airlines,37503,10 hr 25 min,1 stop
DEL-SIN,2025-12-29,29,Air India,40153,5 hr 30 min,Nonstop
DEL-SIN,2025-12-29,29,Singapore Airlines,44752,5 hr 45 min,Nonstop
DEL-SIN,2025-12-29,29,IndiGo,45156,5 hr 55 min,Nonstop
DEL-SIN,2025-12-29,29,Singapore Airlines,53740,5 hr 40 min,Nonstop
DEL-SIN,2025-12-30,30,Vietjet,22312,9 hr 30 min,1 stop
DEL-SIN,2025-12-30,30,"Thai AirAsia X, Thai AirAsia",25847,11 hr 5 min,1 stop
DEL-SIN,2025-12-30,30,Batik Air,26436,20 hr 5 min,1 stop
DEL-SIN,2025-12-30,30,Batik Air,28010,10 hr 55 min,1 stop
DEL-SIN,2025-12-30,30,IndiGo,28507,9 hr 50 min,1 stop
DEL-SIN,2025-12-30,30,IndiGo,31603,10 hr 45 min,1 stop
DEL-SIN,2025-12-30,30,IndiGo,32452,10 hr 40 min,1 stop
DEL-SIN,2025-12-30,30,IndiGo,32730,10 hr 15 min,1 stop
DEL-SIN,2025-12-30,30,Air India,37003,5 hr 50 min,Nonstop
DEL-SIN,2025-12-30,30,Air India,40153,5 hr 30 min,Nonstop
DEL-SIN,2025-12-30,30,Air India,43954,5 hr 55 min,Nonstop
DEL-SIN,2025-12-30,30,IndiGo,52506,5 hr 55 min,Nonstop
DEL-SIN,2025-12-30,30,Singapore Airlines,76213,5 hr 40 min,Nonstop
DEL-SIN,2025-12-30,30,Singapore Airlines,170590,5 hr 45 min,Nonstop
